stationid,toxbatch,matrix,lab,species,dilution,treatment,concentration,concentrationunits,endpoint,labrep,result,resultunits,qacode,sampletypecode,fieldreplicate,samplecollectdate,comments,ObjectId
B18-10199,18-08-078,Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,4,90,percentage,A,Grab,1,2018/08/08 07:00:00+00,,3782
B18-10199,18-08-078,Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,5,100,percentage,A,Grab,1,2018/08/08 07:00:00+00,,3783
0000,"18-09-028 to -030; -034",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,1,100,percentage,A,CNEG,1,2018/10/06 07:00:00+00,,3784
0000,"18-09-028 to -030; -034",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,2,100,percentage,A,CNEG,1,2018/10/06 07:00:00+00,,3785
0000,"18-09-028 to -030; -034",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,3,100,percentage,A,CNEG,1,2018/10/06 07:00:00+00,,3786
0000,"18-09-028 to -030; -034",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,4,100,percentage,A,CNEG,1,2018/10/06 07:00:00+00,,3787
0000,"18-09-028 to -030; -034",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,5,100,percentage,A,CNEG,1,2018/10/06 07:00:00+00,,3788
0000,"18-09-028 to -030; -034",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,1,100,percentage,A,QA,1,2018/10/06 07:00:00+00,Grain Size Control,3789
0000,"18-09-028 to -030; -034",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,2,95,percentage,A,QA,1,2018/10/06 07:00:00+00,Grain Size Control,3790
0000,"18-09-028 to -030; -034",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,3,95,percentage,A,QA,1,2018/10/06 07:00:00+00,Grain Size Control,3791
0000,"18-09-028 to -030; -034",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,4,85,percentage,A,QA,1,2018/10/06 07:00:00+00,Grain Size Control,3792
0000,"18-09-028 to -030; -034",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,5,95,percentage,A,QA,1,2018/10/06 07:00:00+00,Grain Size Control,3793
B18-10195,"18-09-028 to -030; -034",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,1,90,percentage,A,Grab,1,2018/09/10 07:00:00+00,,3794
B18-10195,"18-09-028 to -030; -034",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,2,100,percentage,A,Grab,1,2018/09/10 07:00:00+00,,3795
B18-10195,"18-09-028 to -030; -034",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,3,100,percentage,A,Grab,1,2018/09/10 07:00:00+00,,3796
0000,18-09-013,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,5,86.6,percentage,A,CNEG,1,2018/09/14 07:00:00+00,,3797
B18-10182,18-10-001 to -005,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,3,94.8,percentage,A,Grab,1,2018/09/19 07:00:00+00,,3798
B18-10173,"18-09-031 to -033; 18-10-006; -008 to -010",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,2,85,percentage,A,Grab,1,2018/09/12 07:00:00+00,,3799
B18-10173,"18-09-031 to -033; 18-10-006; -008 to -010",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,3,80,percentage,A,Grab,1,2018/09/12 07:00:00+00,,3800
B18-10174,"18-08-070; -072; 073",Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,4,99,percentage,A,Grab,1,2018/08/10 07:00:00+00,,3801
B18-10045,18-09-013,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,1,76.8,percentage,A,Grab,1,2018/08/18 07:00:00+00,,3802
B18-10173,"18-09-031 to -033; 18-10-006; -008 to -010",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,4,75,percentage,A,Grab,1,2018/09/12 07:00:00+00,,3803
B18-10174,"18-08-070; -072; 073",Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,5,98.5,percentage,A,Grab,1,2018/08/10 07:00:00+00,,3804
B18-10182,18-10-001 to -005,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,4,87.2,percentage,A,Grab,1,2018/09/19 07:00:00+00,,3805
B18-10045,18-09-013,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,2,72.8,percentage,A,Grab,1,2018/08/18 07:00:00+00,,3806
0000,180914mgrd,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,10,mg/L,Percent normal-alive,1,43.12,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,,3807
B18-10173,"18-09-031 to -033; 18-10-006; -008 to -010",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,5,65,percentage,A,Grab,1,2018/09/12 07:00:00+00,,3808
B18-10182,18-10-001 to -005,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,5,85.4,percentage,A,Grab,1,2018/09/19 07:00:00+00,,3809
0000,18-09-019 to -025,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,1,83,percentage,A,CNEG,1,2018/09/14 07:00:00+00,,3810
B18-10045,18-09-013,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,3,69.9,percentage,A,Grab,1,2018/08/18 07:00:00+00,,3811
0000,180914mgrd,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,10,mg/L,Percent normal-alive,2,57.63,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,,3812
B18-10182,"18-09-031 to -033; 18-10-006; -008 to -010",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,1,95,percentage,A,Grab,1,2018/09/19 07:00:00+00,,3813
B18-10175,18-10-001 to -005,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,1,60.6,percentage,A,Grab,1,2018/09/26 07:00:00+00,,3814
0000,18-09-019 to -025,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,2,95.8,percentage,A,CNEG,1,2018/09/14 07:00:00+00,,3815
B18-10045,18-09-013,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,4,68.5,percentage,A,Grab,1,2018/08/18 07:00:00+00,,3816
0000,180914mgrd,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,10,mg/L,Percent normal-alive,3,34.41,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,,3817
B18-10182,"18-09-031 to -033; 18-10-006; -008 to -010",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,2,95,percentage,A,Grab,1,2018/09/19 07:00:00+00,,3818
B18-10182,"18-09-031 to -033; 18-10-006; -008 to -010",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,3,100,percentage,A,Grab,1,2018/09/19 07:00:00+00,,3819
B18-10182,"18-09-031 to -033; 18-10-006; -008 to -010",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,4,95,percentage,A,Grab,1,2018/09/19 07:00:00+00,,3820
B18-10182,"18-09-031 to -033; 18-10-006; -008 to -010",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,5,90,percentage,A,Grab,1,2018/09/19 07:00:00+00,,3821
B18-10201,"18-09-031 to -033; 18-10-006; -008 to -010",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,1,70,percentage,A,Grab,1,2018/09/26 07:00:00+00,,3822
B18-10201,"18-09-031 to -033; 18-10-006; -008 to -010",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,2,85,percentage,A,Grab,1,2018/09/26 07:00:00+00,,3823
B18-10201,"18-09-031 to -033; 18-10-006; -008 to -010",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,3,75,percentage,A,Grab,1,2018/09/26 07:00:00+00,,3824
B18-10201,"18-09-031 to -033; 18-10-006; -008 to -010",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,4,65,percentage,A,Grab,1,2018/09/26 07:00:00+00,,3825
B18-10201,"18-09-031 to -033; 18-10-006; -008 to -010",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,5,90,percentage,A,Grab,1,2018/09/26 07:00:00+00,,3826
B18-10201,"18-09-031 to -033; 18-10-006; -008 to -010",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,1,65,percentage,A,QA,1,2018/09/26 07:00:00+00,duplicate sample,3827
B18-10201,"18-09-031 to -033; 18-10-006; -008 to -010",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,2,85,percentage,A,QA,1,2018/09/26 07:00:00+00,duplicate sample,3828
B18-10201,"18-09-031 to -033; 18-10-006; -008 to -010",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,3,75,percentage,A,QA,1,2018/09/26 07:00:00+00,duplicate sample,3829
B18-10201,"18-09-031 to -033; 18-10-006; -008 to -010",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,4,75,percentage,A,QA,1,2018/09/26 07:00:00+00,duplicate sample,3830
B18-10201,"18-09-031 to -033; 18-10-006; -008 to -010",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,5,65,percentage,A,QA,1,2018/09/26 07:00:00+00,duplicate sample,3831
B18-10824,"18-09-031 to -033; 18-10-006; -008 to -010",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,1,65,percentage,A,Grab,1,2018/09/26 07:00:00+00,Bight18Strata-0093,3832
B18-10824,"18-09-031 to -033; 18-10-006; -008 to -010",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,2,80,percentage,A,Grab,1,2018/09/26 07:00:00+00,Bight18Strata-0093,3833
B18-10824,"18-09-031 to -033; 18-10-006; -008 to -010",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,3,75,percentage,A,Grab,1,2018/09/26 07:00:00+00,Bight18Strata-0093,3834
B18-10824,"18-09-031 to -033; 18-10-006; -008 to -010",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,4,80,percentage,A,Grab,1,2018/09/26 07:00:00+00,Bight18Strata-0093,3835
B18-10824,"18-09-031 to -033; 18-10-006; -008 to -010",Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,5,85,percentage,A,Grab,1,2018/09/26 07:00:00+00,Bight18Strata-0093,3836
0000,18-10-007,Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,1,100,percentage,A,CNEG,1,2018/10/10 07:00:00+00,,3837
0000,18-10-007,Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,2,95,percentage,A,CNEG,1,2018/10/10 07:00:00+00,,3838
0000,18-10-007,Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,3,100,percentage,A,CNEG,1,2018/10/10 07:00:00+00,,3839
0000,18-10-007,Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,4,95,percentage,A,CNEG,1,2018/10/10 07:00:00+00,,3840
0000,18-10-007,Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,5,95,percentage,A,CNEG,1,2018/10/10 07:00:00+00,,3841
B18-10175,18-10-007,Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,1,95,percentage,A,Grab,1,2018/09/26 07:00:00+00,,3842
B18-10175,18-10-007,Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,2,95,percentage,A,Grab,1,2018/09/26 07:00:00+00,,3843
B18-10175,18-10-007,Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,3,95,percentage,A,Grab,1,2018/09/26 07:00:00+00,,3844
B18-10175,18-10-007,Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,4,95,percentage,A,Grab,1,2018/09/26 07:00:00+00,,3845
B18-10175,18-10-007,Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,5,100,percentage,A,Grab,1,2018/09/26 07:00:00+00,,3846
0000,"18-08-070; -072; 073",Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,1,98.1,percentage,A,CNEG,1,2018/08/17 07:00:00+00,,3847
0000,"18-08-070; -072; 073",Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,2,96.6,percentage,A,CNEG,1,2018/08/17 07:00:00+00,,3848
0000,"18-08-070; -072; 073",Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,3,96.6,percentage,A,CNEG,1,2018/08/17 07:00:00+00,,3849
0000,"18-08-070; -072; 073",Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,4,88.7,percentage,A,CNEG,1,2018/08/17 07:00:00+00,,3850
0000,"18-08-070; -072; 073",Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,5,90.6,percentage,A,CNEG,1,2018/08/17 07:00:00+00,,3851
B18-10199,"18-08-070; -072; 073",Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,1,89.2,percentage,A,Grab,1,2018/08/08 07:00:00+00,,3852
B18-10199,"18-08-070; -072; 073",Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,2,83.7,percentage,A,Grab,1,2018/08/08 07:00:00+00,,3853
B18-10199,"18-08-070; -072; 073",Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,3,86.2,percentage,A,Grab,1,2018/08/08 07:00:00+00,,3854
B18-10199,"18-08-070; -072; 073",Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,4,90.6,percentage,A,Grab,1,2018/08/08 07:00:00+00,,3855
0000,180914mgrd,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,10,mg/L,Percent normal-alive,4,42.75,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,,3856
0000,180914mgrd,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,10,mg/L,Percent normal-alive,5,27.17,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,,3857
B18-10045,18-09-013,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,5,62,percentage,A,Grab,1,2018/08/18 07:00:00+00,,3858
B18-10175,18-10-001 to -005,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,2,69.5,percentage,A,Grab,1,2018/09/26 07:00:00+00,,3859
0000,180914mgrd,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,20,mg/L,Percent normal-alive,1,0.72,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,,3860
0000,180914mgrd,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,20,mg/L,Percent normal-alive,2,0,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,,3861
0000,18-09-019 to -025,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,3,86.2,percentage,A,CNEG,1,2018/09/14 07:00:00+00,,3862
0000,180914mgrd,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,20,mg/L,Percent normal-alive,3,0,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,,3863
0000,18-09-019 to -025,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,4,95.7,percentage,A,CNEG,1,2018/09/14 07:00:00+00,,3864
B18-10175,18-10-001 to -005,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,3,65.5,percentage,A,Grab,1,2018/09/26 07:00:00+00,,3865
0000,180914mgrd,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,20,mg/L,Percent normal-alive,4,0,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,,3866
0000,18-09-019 to -025,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,5,84.4,percentage,A,CNEG,1,2018/09/14 07:00:00+00,,3867
B18-10175,18-10-001 to -005,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,4,82.7,percentage,A,Grab,1,2018/09/26 07:00:00+00,,3868
0000,180914mgrd,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,20,mg/L,Percent normal-alive,5,0,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,,3869
0000,181003mgrd,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,4,mg/L,Percent normal-alive,2,89.5,percentage,A,RFNH3,1,2018/10/03 07:00:00+00,,3870
0000,181003mgrd,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,4,mg/L,Percent normal-alive,3,87.45,percentage,A,RFNH3,1,2018/10/03 07:00:00+00,,3871
0000,18-08-077,Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,1,75,percentage,A,CNEG,1,2018/08/22 07:00:00+00,,3872
0000,18-09-027,Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,1,95,percentage,A,CNEG,1,2018/09/18 07:00:00+00,,3873
B18-10168,18-09-019 to -025,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,2,90.9,percentage,A,Grab,1,2018/09/11 07:00:00+00,,3874
B18-10173,18-09-019 to -025,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,1,70.3,percentage,A,Grab,1,2018/09/12 07:00:00+00,,3875
0000,18-08-077,Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,2,95,percentage,A,CNEG,1,2018/08/22 07:00:00+00,,3876
0000,18-09-027,Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,2,95,percentage,A,CNEG,1,2018/09/18 07:00:00+00,,3877
B18-10168,18-09-019 to -025,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,3,83.7,percentage,A,Grab,1,2018/09/11 07:00:00+00,,3878
B18-10173,18-09-019 to -025,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,2,82.2,percentage,A,Grab,1,2018/09/12 07:00:00+00,,3879
